Date,Close,Volume,Open,High,Low,Log_Returns,EMA_10,RSI,MACD,Signal_Line
2025-01-29,195.41,18218260,195.555,196.785,193.43,-0.0005630774892187916,195.41,47.781155015197555,0.0,0.0
2025-01-28,195.3,24157930,192.745,195.48,190.68,-0.0005630774892187916,195.39,47.781155015197555,-0.008774928774926138,-0.0017549857549852277
2025-01-27,191.81,41728890,192.41,196.88,190.73,-0.018031539149036668,194.7390909090909,47.781155015197555,-0.29395443218805895,-0.060194875041599975
2025-01-24,200.21,23877520,198.1,200.9,198.0,0.0428615169500115,195.73380165289254,47.781155015197555,0.15604971108871268,-0.016945957815537448
2025-01-23,197.98,26951360,198.14,200.3,195.2,-0.01120080019194684,196.1422013523666,47.781155015197555,0.32894697763217096,0.05223262927400423
2025-01-22,198.37,26200620,199.06,200.48,197.53,0.0019679582483560568,196.5472556519363,47.781155015197555,0.4917702266034496,0.1401401487398933
2025-01-21,198.05,29971290,199.07,202.29,197.87,-0.0016144496720915732,196.8204818970388,47.781155015197555,0.5882070145256364,0.22975352189704193
2025-01-17,196.0,27735090,196.53,197.23,193.75,-0.010404864837408502,196.67130337030449,47.781155015197555,0.4935269251253658,0.2825082025427067
2025-01-16,192.91,17815430,194.14,195.48,192.81,-0.015890900330719267,195.98743003024913,47.781155015197555,0.16722740294423488,0.25945204262301236
2025-01-15,195.55,21775970,193.09,196.36,191.86,0.013592342301725223,195.90789729747655,47.781155015197555,0.12027219436421888,0.23161607297125367
2025-01-14,189.66,17174850,191.24,191.98,188.3082,-0.030583105745941863,194.77191597066263,47.781155015197555,-0.3877442476214128,0.10774400885272037
2025-01-13,191.01,21823700,190.07,191.18,187.36,0.0070927872414623,194.08793124872395,47.781155015197555,-0.6736517819677488,-0.04853514931137347
2025-01-10,192.04,26665210,194.295,196.52,190.31,0.005377900965695907,193.7155801125923,47.781155015197555,-0.8078112258918964,-0.20039036462747806
2025-01-08,193.95,24864770,192.57,196.29,192.38,0.009896710223236536,193.75820191030277,47.781155015197555,-0.7513514030302986,-0.3105825723080422
2025-01-07,195.49,26487240,197.11,201.0,194.6,0.007908833336052171,194.0730742902477,50.116144018583064,-0.5757050870785463,-0.36360707526214303
2025-01-06,196.87,29563640,193.98,198.2222,193.85,0.0070343852099677045,194.5816062374754,52.19826379165498,-0.3214442402550617,-0.35517450826072683
2025-01-03,191.79,18596160,191.37,193.21,189.975,-0.026142588985250716,194.07404146702532,49.973190348525456,-0.5238160070998674,-0.3889028080285549
2025-01-02,189.43,20370830,190.65,192.0,187.5,-0.012381460306557698,193.22967029120252,32.757517594369844,-0.8646620807577392,-0.48405466257439184
2024-12-31,189.3,17466920,191.075,191.96,188.51,-0.0006865049249102128,192.51518478371116,35.116598079561115,-1.1322233968058413,-0.6136884094206818
2024-12-30,191.24,14264660,189.8,192.55,189.12,0.010196125542625445,192.2833330048546,38.391403451644436,-1.1741905430337738,-0.7257888361433003
2024-12-27,192.76,18891360,194.95,195.32,190.65,0.007916708014229303,192.36999973124466,41.71106236289562,-1.0724361357418957,-0.7951182960630194
2024-12-26,195.6,12057210,195.15,196.748,194.375,0.014625865828585055,192.957272507382,49.388379204892956,-0.7539398207896681,-0.7868826010083492
2024-12-24,196.11,10403260,194.84,196.11,193.78,0.002603968692031081,193.53049568785798,55.31208499335991,-0.4551300034249266,-0.7205320814916647
2024-12-23,194.63,25675010,192.62,195.1,190.15,-0.007575406038264312,193.7304055627929,48.41160220994473,-0.3338957590117957,-0.643204816995691
2024-12-20,191.41,63462930,185.78,192.89,185.22,-0.01668259599646531,193.3085136422851,53.32826169646254,-0.49197268137746164,-0.6129583898720451
2024-12-19,188.51,32265240,191.625,193.03,188.38,-0.015266668379197552,192.43605661641507,45.510057471264375,-0.8415546270328491,-0.6586776373042059
2024-12-18,188.4,34166070,195.22,197.0,187.74,-0.0005836937365581249,191.70222814070323,43.23922734026749,-1.1146281784490952,-0.7498677455331838
2024-12-17,195.42,43504030,197.25,201.42,194.98,0.03658372637393427,192.37818666057535,52.2947236965345,-0.7558723776675151,-0.7510686719600501
2024-12-16,196.66,44934900,192.87,199.0,192.62,0.006325260835813004,193.15669817683437,51.84368105893474,-0.3672645864265007,-0.6743078548533402
2024-12-13,189.82,25143500,191.01,192.73,189.64,-0.035400094649664086,192.55002578104632,40.52164560365688,-0.6042554669478761,-0.6602973772722475
2024-12-12,191.96,34817490,195.0,195.18,191.71,0.011210762287698819,192.4427483663106,50.248175182481766,-0.6123337298413105,-0.6507046477860601
2024-12-11,195.4,67894070,185.31,195.61,184.85,0.017761722618637503,192.98043048152687,58.448910274554194,-0.3372687366114917,-0.5880174655511464
2024-12-10,185.17,54813020,182.845,186.36,181.05,-0.05377441755895795,191.56035221215834,45.45454545454543,-0.9339868332364176,-0.6572113390882006
2024-12-09,175.37,25389630,173.96,176.26,173.65,-0.05437629436852323,188.6166518099477,35.10977669356352,-2.1726236686749303,-0.9602938050055465
2024-12-06,174.71,21462390,172.03,175.08,171.86,-0.0037705711948480126,186.0881696626845,32.78657257295444,-3.1709559623241717,-1.4024262364692714
2024-12-05,172.64,21356240,175.36,176.06,172.33,-0.011918954976528721,183.64304790583273,27.7777777777778,-4.082117093105495,-1.9383644077965163
2024-12-04,174.37,31615140,171.145,174.91,171.06,0.009970976819577825,181.95703919568132,29.444024205748875,-4.61146422299845,-2.4729843708369033
2024-12-03,171.34,22248710,171.49,172.68,170.85,-0.017529591793504485,180.02666843283015,28.605548410802882,-5.215351983193813,-3.0214578933082854
2024-12-02,171.49,23789080,168.765,172.075,168.57,0.0008750693321577892,178.4745468995883,30.607476635514047,-5.617083396643835,-3.540582993975396
2024-11-29,168.95,14257240,168.5,169.43,167.16,-0.014922142707756828,176.74281109966313,30.823529411764724,-6.070438966764016,-4.04655418853312
2024-11-27,169.23,19266510,169.0,169.4832,168.02,0.0016559232596954827,175.37684544517893,31.26832128200118,-6.33411710327681,-4.504066771481858
2024-11-26,169.12,20486720,167.63,169.82,167.58,-0.0006502142980667813,174.23923718241912,20.289200180750186,-6.477293795948896,-4.898712176375266
2024-11-25,167.65,33135260,166.09,168.63,165.6072,-0.008730049209689932,173.0411940583429,17.397167902899582,-6.632918910766648,-5.245553523253543
2024-11-22,164.76,38604590,165.85,166.46,163.9,-0.01738860334435769,171.53552241137146,19.092254563394235,-6.909799910572417,-5.578402800717318
2024-11-21,167.63,59734380,173.9,174.13,163.7,0.01726930007530647,170.82542742748572,20.52338260237464,-6.819039441353908,-5.826530128844636
2024-11-20,175.98,18997110,177.34,177.675,173.78,0.048611182574228064,171.76262244067013,28.973581637072343,-6.004124094343922,-5.862048921944494
2024-11-19,178.12,23434930,173.72,178.87,173.56,0.012087128236086974,172.91850926963917,40.74560252034659,-5.126522337064358,-5.714943604968466
2024-11-18,175.3,20206610,173.42,175.438,172.9,-0.015958688526312794,173.35150758425021,49.88749598199937,-4.605477970682188,-5.493050478111211
2024-11-15,172.49,32504650,173.73,174.14,171.22,-0.016159528150651314,173.19486984165925,46.662657847263986,-4.368927792226884,-5.268225940934346
2024-11-14,175.58,31007460,178.28,178.82,174.3218,0.017755515721525308,173.6285298704485,54.28821470245044,-3.8873123784259747,-4.992043228432672
2024-11-13,178.88,23184000,180.46,180.96,178.54,0.018620410468671564,174.58334262127605,56.29009762900974,-3.202430645352024,-4.634120711816543
2024-11-12,181.62,25134910,179.82,182.49,179.39,0.015201402294948062,175.86273487195314,64.45444319460067,-2.4107719582387688,-4.189450961100988
2024-11-11,180.35,17450350,178.58,180.545,178.47,-0.007017184912134286,176.67860125887074,62.07742639040345,-1.864363904708597,-3.72443354982251
2024-11-08,178.35,22006180,180.645,180.9,178.08,-0.011151495544647476,176.98249193907606,63.00498063087991,-1.5745642741113386,-3.2944596946802758
2024-11-07,180.75,25352940,177.41,181.08,177.19,0.013366949233973528,177.6674934046986,65.05488761108208,-1.1381165376136266,-2.8631910632669464
2024-11-06,176.51,33695540,173.8,176.94,173.5,-0.023737329046686465,177.45704005838977,58.71667846190137,-1.1214339345158635,-2.51483963751673
2024-11-05,169.74,18242050,169.43,170.53,168.84,-0.03910967745065666,176.05394186595527,52.191235059760956,-1.63564062514277,-2.338999835041938
2024-11-04,169.24,21492740,169.93,170.73,168.011,-0.0029500286896641326,174.8150433448725,54.94481236203093,-2.059755375632335,-2.2831509431600177
2024-11-01,171.29,31796480,170.07,172.32,168.88,0.012040200658026664,174.17412637307748,54.114208633093526,-2.2050332527892635,-2.267527405085867
2024-10-31,171.11,44768980,173.13,176.82,171.0,-0.0010514019660144197,173.6170124870634,43.2938584412008,-2.3080853416981313,-2.27563899240832
2024-10-30,174.46,68890790,180.68,182.02,174.0599,0.019388864461193363,173.77028294396095,45.12260127931769,-2.095284723701411,-2.239568138666938
2024-10-29,169.68,42169030,167.73,170.38,167.0896,-0.02778117874864551,173.02659513596802,42.882472137791275,-2.285993245513623,-2.2488531600362753
2024-10-28,166.72,32138640,168.75,168.75,163.95,-0.017598551691424998,171.8799414748829,42.72016149381779,-2.645482905104217,-2.328179109049864
2024-10-25,165.27,19828880,163.67,165.59,163.42,-0.008735258412267227,170.6781339339951,36.43063964201104,-3.012655910138392,-2.4650744692675692
2024-10-24,162.72,22412530,162.83,163.33,161.01,-0.015549567852485109,169.23120049145052,28.302900107411375,-3.469413610263331,-2.6659422974667217
2024-10-23,162.78,18280520,164.76,165.82,161.925,0.0003686635986454919,168.0582549475504,22.743055555555543,-3.7829484054009583,-2.8893435190535692
2024-10-22,165.14,16568120,162.98,165.77,162.98,0.01439400309038714,167.52766313890487,28.667601683029417,-3.7972226932677415,-3.0709193538964037
2024-10-21,164.07,20946460,162.95,164.5,162.62,-0.006500432962491461,166.89899711364944,29.4354838709677,-3.8504891844081897,-3.2268333199987613
2024-10-18,163.42,19757660,163.19,164.71,163.08,-0.003969592070229705,166.26645218389498,23.718531998786716,-3.900193823513547,-3.3615054207017185
2024-10-17,162.93,21453400,165.73,166.37,162.76,-0.00300291324169764,165.65982451409587,26.762491444216252,-3.933777870407937,-3.4759599106429624
2024-10-16,165.16,16406030,164.53,165.8,163.74,0.01359404030302593,165.5689473297148,40.72123176661258,-3.7373690425285133,-3.528241737020073
2024-10-15,165.46,20247200,165.785,167.68,164.625,0.0018147727441473274,165.54913872431212,42.27941176470586,-3.5169647580927403,-3.5259863412346064
2024-10-14,164.96,19016140,163.64,166.226,163.4,-0.0030264534933870497,165.442022592619,36.19712167466202,-3.344090008086397,-3.4896070746049648
2024-10-11,163.24,15344250,162.13,163.9,161.235,-0.010481509731044855,165.04165484850645,33.91908459337962,-3.307745517248577,-3.4532347631336875
2024-10-10,162.08,14144070,160.87,163.07,160.395,-0.007131470037231697,164.503172148778,22.217235188509846,-3.3341109957403603,-3.4294100096550224
2024-10-09,161.86,31181770,163.45,164.84,159.74,-0.0013582764328174436,164.02259539445473,27.934537246049643,-3.3343220003052636,-3.410392407785071
2024-10-08,164.38,23072730,163.94,164.725,162.87,0.015449056652797928,164.0875780500084,43.229166666666636,-3.095463704732964,-3.3474066671746496
2024-10-07,162.98,22463140,167.72,168.48,162.75,-0.008553326828280286,163.88620022273412,43.354614045269805,-2.984728986495611,-3.274871131038842
2024-10-04,167.06,19093720,168.06,168.23,165.48,0.024725535435686615,164.46325472769155,61.56716417910451,-2.53848692535243,-3.12759428990156
2024-10-03,165.86,15073100,164.41,166.64,163.923,-0.007208970304702464,164.7172084135658,57.73869346733673,-2.2556649466749548,-2.9532084212562393
2024-10-02,165.86,17760180,166.42,167.52,164.73,0.0,164.92498870200836,52.05245153933874,-2.008375191908584,-2.7642417753867083
2024-10-01,166.99,28338120,167.685,169.16,164.58,0.006789871361283264,165.3004453016432,58.295454545454604,-1.7015997408305452,-2.551713368475476
