Date,Close,Volume,Open,High,Low,Log_Returns,EMA_10,RSI,MACD,Signal_Line
2025-01-29,123.7,467120600,126.5,126.89,120.05,0.041875602578602525,123.7,61.11637989432326,0.0,0.0
2025-01-28,128.99,579666400,121.81,129.0,116.25,0.041875602578602525,124.66181818181818,61.11637989432326,0.4219943019942889,0.08439886039885779
2025-01-27,118.42,818830900,124.8,128.4,116.7,-0.08549725487341475,123.52694214876031,61.11637989432326,-0.09538331669386935,0.048442424980312364
2025-01-24,142.62,234657600,148.37,148.97,141.88,0.18594612349652742,126.99840721262207,61.11637989432326,1.4308351679999447,0.3249209735842389
2025-01-23,147.22,155915500,145.05,147.23,143.72,0.03174431603040233,130.6750604466908,61.11637989432326,2.9772361441219033,0.8553840076917718
2025-01-22,147.07,237651400,144.66,147.79,143.67,-0.0010194027183375752,133.65595854729247,61.11637989432326,4.14290943146392,1.5128890924462015
2025-01-21,140.83,197749000,139.16,141.83,137.09,-0.04335517470226325,134.96032972051202,61.11637989432326,4.511195802669619,2.1125504344908848
2025-01-17,137.71,201188800,136.69,138.5,135.4649,-0.022403464470924485,135.460269771328,61.11637989432326,4.499440728227711,2.5899284932382503
2025-01-16,133.57,209235600,138.64,138.75,133.49,-0.030524339750020658,135.11658435835926,61.11637989432326,4.108698823998537,2.893682559390308
2025-01-15,136.24,185217300,133.65,136.45,131.29,0.019792351365418962,135.3208417477485,61.11637989432326,3.968730678816172,3.108692183275481
2025-01-14,131.76,195590500,136.05,136.38,130.05,-0.03343595048504808,134.67341597543057,61.11637989432326,3.4564624091853204,3.178246228457449
2025-01-13,133.23,204808900,129.99,133.49,129.51,0.011094872102735768,134.41097670717048,61.11637989432326,3.1329876975465254,3.1691945222752644
2025-01-10,135.91,207602500,137.45,139.92,134.22,0.01991594399513541,134.68352639677585,61.11637989432326,3.05763870469508,3.146883358759228
2025-01-08,140.11,227349900,142.58,143.95,137.56,0.030434926415884234,135.6701579609984,61.11637989432326,3.298802443005826,3.1772671756085478
2025-01-07,140.14,351782200,153.03,153.13,140.01,0.00021409455924746066,136.48285651354414,61.13217768147344,3.4525483639842776,3.232323413283694
2025-01-06,149.43,265377400,148.59,152.156,147.8201,0.0641861328109141,138.83688260199065,63.12949640287769,4.274741910460449,3.440807112719045
