Date,Close,Volume,Open,High,Low,Log_Returns,EMA_10,RSI,MACD,Signal_Line
2025-01-29,442.33,23581370,446.69,446.88,440.4,0.010949712000212221,442.33,38.01106463365267,0.0,0.0
2025-01-28,447.2,23491700,434.6,448.38,431.38,0.010949712000212221,443.2154545454545,38.01106463365267,0.3884900284900823,0.07769800569801646
2025-01-27,434.56,35647810,424.01,435.2,423.5,-0.028671896910612726,441.64173553719,38.01106463365267,-0.31988376717714573,-0.0018183488770159711
2025-01-24,444.06,15549450,445.16,446.65,441.4,0.02162566350715344,442.08141998497365,38.01106463365267,-0.11339732484037768,-0.024134144069688314
2025-01-23,446.71,18389270,442.0,446.75,441.5048,0.005949926059146887,442.92297998770573,38.01106463365267,0.2610680909486973,0.032906302933988815
2025-01-22,446.2,27803810,437.56,447.27,436.0,-0.001142332498144814,443.5188018081228,38.01106463365267,0.5107937803452955,0.12848379841625016
2025-01-21,428.5,26085700,430.2,430.8999,425.595,-0.040476543960597584,440.78811057028224,38.01106463365267,-0.7113390132083168,-0.03948076390866323
2025-01-17,429.03,26197510,434.085,434.48,428.17,0.0012361085151190985,438.65027228477635,38.01106463365267,-1.6184648313690104,-0.3552775774007327
2025-01-16,424.58,15300020,428.695,429.49,424.39,-0.010426401549097927,436.0920409602715,38.01106463365267,-2.6657176537869987,-0.8173655926779859
2025-01-15,426.31,19637840,419.13,428.15,418.265,0.004066336151108036,434.31348805840395,38.01106463365267,-3.3178306325614244,-1.3174586006546738
2025-01-14,415.67,16935860,417.81,419.74,410.72,-0.025275104929000054,430.9237629568759,38.01106463365267,-4.639710252597581,-1.9819089310432552
2025-01-13,417.19,17604780,415.235,418.5,412.29,0.00365007729411361,428.42671514653483,38.01106463365267,-5.5012431713997785,-2.68577577911456
2025-01-10,418.95,20201130,424.63,424.71,415.02,0.004209827539218149,426.703676028983,38.01106463365267,-5.973142259676138,-3.3432490752268755
2025-01-08,424.56,15054580,423.46,426.97,421.54,0.01330175746034407,426.3139167509861,38.01106463365267,-5.827272402802237,-3.840053740741948
2025-01-07,422.37,18139070,429.0,430.65,420.8,-0.005171631377093854,425.5968409780795,36.92005242463958,-5.821280094393387,-4.236299011472236
2025-01-06,427.85,20573650,428.0,434.32,425.4774,0.012890959721518217,426.0065062547923,37.42036146144846,-5.313094894421795,-4.451658188062148
2025-01-03,423.35,16662940,421.08,424.03,419.54,-0.010573406775777644,425.52350511755736,41.84964374000291,-5.2133703657327715,-4.604000623596273
2025-01-02,418.58,16896470,425.53,426.07,414.85,-0.011331229526454562,424.26104964163784,30.10618363522795,-5.456339804899642,-4.774468459856948
2024-12-31,421.5,13246510,426.1,426.73,420.66,0.006951746880078401,423.75904061588545,30.39962680765045,-5.351585493079995,-4.889891866501557
2024-12-30,424.83,13158700,426.06,427.55,421.9,0.007869311461166805,423.95376050390627,34.08312230001489,-4.942885271647754,-4.900490547530796
2024-12-27,430.53,18117710,434.6,435.22,426.35,0.013327918947872974,425.14944041228694,51.841102847814234,-4.1116485138686585,-4.742722140798369
2024-12-26,438.11,8199927,439.08,440.94,436.63,0.017453012547246884,427.5059057918711,57.30138308137668,-2.8088658858209783,-4.355950889802891
2024-12-24,439.33,7164543,434.65,439.6,434.19,0.002780818713948201,429.65574110243995,62.510602205258685,-1.6588354406461008,-3.816527799971533
2024-12-23,435.25,19152520,436.74,437.65,432.83,-0.009330260463846716,430.67287908381445,57.29200652528547,-1.0643804144760907,-3.2660983228724447
2024-12-20,436.6,64263690,433.11,443.74,428.63,0.003096865467545206,431.7505374322118,70.12113055181695,-0.47881729808096907,-2.7086421179141498
2024-12-19,437.03,22963680,441.62,443.1834,436.32,0.0009843985090344132,432.71043971726414,69.48153967007067,0.019715824998741027,-2.162970529331572
2024-12-18,437.39,24444550,451.32,452.65,437.02,0.0008234029879001346,433.56126885957974,68.61873990306945,0.4387977211438283,-1.642616879236492
2024-12-17,454.46,22733490,451.01,455.29,449.57,0.03828465533087355,437.3610381578379,74.51623483109213,2.1238470959452798,-0.8893240842001376
2024-12-16,451.59,23598830,447.27,452.18,445.28,-0.006335212403129403,439.94812212914013,73.69445345442747,3.1908932204085545,-0.07328062327839913
2024-12-13,447.27,20177830,448.435,451.43,445.58,-0.009612249432104819,441.2793726511146,66.04958677685947,3.6459191786585734,0.6705593371089954
2024-12-12,449.56,20834780,449.11,456.1648,449.11,0.005106887541648902,442.7849412600028,72.48241550866355,4.143550123969476,1.3651574944810916
2024-12-11,448.99,19200210,444.05,450.35,444.05,-0.001268710870752398,443.9131337581841,78.11055647994087,4.440741888825926,1.9802743733500585
2024-12-10,443.33,18469460,444.39,449.62,441.6,-0.012686202056882968,443.80710943851426,69.20640506774589,4.171467722957573,2.4185130432715614
2024-12-09,446.02,19144390,442.6,448.33,440.5,0.006049380341540904,444.20945317696624,68.85566826837515,4.12754673576211,2.760319781769671
2024-12-06,443.57,18821000,442.3,446.1,441.7703,-0.005508169368808478,444.09318896297236,62.31582924064982,3.850656540828254,2.978387133581388
2024-12-05,442.62,21697780,437.92,444.66,436.171,-0.0021440105708974357,443.8253364242501,54.86935866983372,3.5140541768107596,3.085520542227262
2024-12-04,437.42,26009430,433.03,439.67,432.63,-0.011817782189859538,442.66072980165916,48.10101411811496,2.7954733596824326,3.0275111057182964
2024-12-03,431.2,18301990,429.84,432.47,427.74,-0.014321812339619018,440.576960746812,46.13770741941636,1.704443108545604,2.762897506283758
2024-12-02,430.98,20207220,421.57,433.0,421.31,-0.0005103342800221108,438.83205879284617,44.522417153996095,0.8126736171017228,2.3728527284473513
2024-11-29,423.46,16271920,420.09,424.8849,417.8,-0.017602626686975043,436.0371390123287,38.37985956499402,-0.49515346157488693,1.7992514904429038
2024-11-27,422.99,18332440,425.105,427.2299,422.02,-0.001110520522895612,433.664931919178,37.69230769230771,-1.5516544096938105,1.1290703104155608
2024-11-26,427.99,23458890,419.585,429.0414,418.85,0.011751292717967023,432.6331261156911,21.49472323928498,-1.9628542475682593,0.5106853988187967
2024-11-25,418.79,27691090,418.38,421.08,414.85,-0.021730229857498534,430.1161940946563,18.915845337376837,-2.9965537872412824,-0.19076243839321905
2024-11-22,417.0,24814630,411.365,417.4,411.06,-0.004283379166561692,427.73143153199146,19.868604419669552,-3.915075605649008,-0.9356250718443769
2024-11-21,412.87,20780160,419.5,419.78,410.2887,-0.009953448364022652,425.0293530716294,14.7685807566737,-4.919557650206002,-1.732411587516702
2024-11-20,415.49,19191660,416.87,417.29,410.58,0.0063257731824115865,423.29492524042405,19.050258684405023,-5.4414788230046724,-2.4742250346142964
2024-11-19,417.79,18133530,413.11,417.94,411.55,0.005520367321751044,422.2940297421651,24.84239558707648,-5.604904484621898,-3.100360924615817
2024-11-18,415.76,24742010,414.87,418.4037,412.1,-0.004870743238754927,421.10602433449867,19.800399201596832,-5.831008299454538,-3.6464903995835614
2024-11-15,415.0,28247640,419.82,422.8,413.64,-0.001829650469488115,419.9958380918625,20.491633959925664,-6.002331706523364,-4.117658660971522
2024-11-14,426.89,30246880,425.0,428.17,420.0,0.0282478485692328,421.2493220751602,36.748104465037905,-5.119666778084138,-4.318060284394046
2024-11-13,425.2,21502190,421.64,429.325,418.21,-0.003966722332138368,421.9676271524038,39.058022922636084,-4.504591215596577,-4.355366470634553
2024-11-12,423.03,19401200,418.25,424.44,417.2,-0.005116547950544453,422.1607858519667,42.112376906738746,-4.144465447657922,-4.313186266039227
